,Legal Proceedings & Law Violations,Biodiversity,Communities Health and Safety,Land Acquisition and Resettlement (S),Emergencies (Social),Corporate Governance,Responsible Investment & Greenwashing,Not Relevant to ESG,Economic Crime,Emergencies (Environmental),Hazardous Materials Management,Environmental Management,Landscape Transformation,Human Rights,Climate Risks,Labor Relations Management,Freedom of Association and Right to Organise,Employee Health and Safety,Surface Water Pollution,Animal Welfare,Water Consumption,Disclosure,Product Safety and Quality,Greenhouse Gas Emissions,Indigenous People,Cultural Heritage,Air Pollution,Waste Management,Soil and Groundwater Impact,Forced Labour,Wastewater Management,Natural Resources,Physical Impacts,Values and Ethics,Risk Management and Internal Control,Supply Chain (Environmental),Supply Chain (Social),Discrimination,Minimum Age and Child Labour,Planning Limitations,Data Safety,Strategy Implementation,Energy Efficiency and Renewables,Land Acquisition and Resettlement (E),Supply Chain (Economic / Governance),Land Rehabilitation,Retrenchment,Y,ESG-рейтинг,E Rank,E-рейтинг,S Rank,S-рейтинг,G Rank,G-рейтинг
самолёт,0.02500856295228,0.0619027875363826,0.0204526484012603,0.0352597311139106,0.0438501946628093,0.6303092241287231,0.4408056735992431,0.4932312071323395,0.1494657546281814,0.1722149699926376,0.0259067080914974,0.4624872803688049,0.0238292813301086,0.3413589894771576,0.0076543050818145,0.0163931958377361,0.0434849224984645,0.3042075335979461,0.3529181182384491,0.0398580133914947,0.0117573756724596,0.0258903261274099,0.1010863482952117,0.0854127779603004,0.3410684168338775,0.0088585643097758,0.2113285213708877,0.0035358627792447,0.7924233675003052,0.0927872136235237,0.4270866215229034,0.4927583634853363,0.0350437425076961,0.4389285743236542,0.0089330310001969,0.0881242901086807,0.0491052344441413,0.4378500580787658,0.0559109039604663,0.0747514590620994,0.1719375103712082,0.0266113746911287,0.0932558923959732,0.0725811868906021,0.0810966938734054,0.064716637134552,0.08716382086277,52,0.5,60,0.2777777777777778,47,0.5,43,0.6111111111111112
русгидро,0.0192425679415464,0.0462330318987369,0.0196495745331048,0.0318295955657959,0.05796405300498,0.5833826065063477,0.3966730237007141,0.4002202153205871,0.2054403126239776,0.1548829972743988,0.0243982542306184,0.4288294315338135,0.026252131909132,0.2954808175563812,0.0073815169744193,0.0104702422395348,0.044413823634386,0.3709874451160431,0.4681102037429809,0.0348222702741622,0.0107264462858438,0.0283859632909297,0.0955208763480186,0.0882931500673294,0.3797056674957275,0.0086282193660736,0.1394124031066894,0.0030437358655035,0.7657666206359863,0.0676128268241882,0.3821578919887543,0.524086058139801,0.0274623464792966,0.4208968877792358,0.0055115628056228,0.0537799634039402,0.058716095983982,0.3494282066822052,0.0523903593420982,0.0423167049884796,0.1361889690160751,0.0136421080678701,0.0866865143179893,0.0921478793025016,0.0581860914826393,0.0773991122841835,0.0712115541100502,37,0.5,29,0.5,55,0.3888888888888889,24,0.7222222222222222
en+ group,0.022794222459197,0.0900752916932106,0.0156104797497391,0.0307132881134748,0.0561058893799781,0.6072972416877747,0.4007652401924133,0.5825792551040649,0.1727747619152069,0.1729924529790878,0.0196777936071157,0.4607578814029693,0.0243795346468687,0.217796579003334,0.0056288265623152,0.013470359146595,0.0564352385699749,0.3810460269451141,0.4337762594223022,0.0422031283378601,0.01212396658957,0.0277591794729232,0.0930906310677528,0.0767326354980468,0.3699908852577209,0.005728336982429,0.234107494354248,0.0031064942013472,0.8199567794799805,0.0766368359327316,0.3782862424850464,0.4434087872505188,0.0328019224107265,0.4010801017284393,0.009946740232408,0.0980376973748207,0.0505969077348709,0.4845745265483856,0.0746940970420837,0.0782451927661895,0.1990000605583191,0.0316344946622848,0.0942070335149765,0.0797948613762855,0.0627244040369987,0.05530596524477,0.0849470123648643,26,0.6111111111111112,26,0.5,35,0.6111111111111112,20,0.7222222222222222
московская биржа,0.0196816120296716,0.0779348462820053,0.0188051667064428,0.0386292710900306,0.0584392398595809,0.5703259110450745,0.4301609396934509,0.6032723188400269,0.1801766455173492,0.1828108429908752,0.0280928537249565,0.4586135149002075,0.0207321271300315,0.249484583735466,0.0148003213107585,0.0174670908600091,0.0706379041075706,0.3909239470958709,0.4463666677474975,0.0611969083547592,0.0126392701640725,0.0285511091351509,0.1524243950843811,0.0970523878931999,0.4290597140789032,0.0081391893327236,0.2122820317745208,0.0037455521523952,0.8490085005760193,0.0818736106157302,0.4908198416233063,0.5408849716186523,0.0569319166243076,0.3853344619274139,0.0125175947323441,0.1186311915516853,0.0788658857345581,0.4931403994560241,0.0788221806287765,0.0656973794102668,0.2928560972213745,0.0404580906033515,0.1320935934782028,0.1426403224468231,0.0821785852313041,0.0762600228190422,0.0677547752857208,16,0.7222222222222222,15,0.6111111111111112,37,0.6111111111111112,3,0.9444444444444444
нлмк,0.0176432225853204,0.0721293464303016,0.0231901016086339,0.0259223692119121,0.0648618936538696,0.5074042081832886,0.4207684397697449,0.4831267893314361,0.1739678531885147,0.1522754579782486,0.0286507979035377,0.4806428551673889,0.0417832136154174,0.2972391545772552,0.0120410658419132,0.0159163735806942,0.045569535344839,0.4473311603069305,0.4717468023300171,0.0431093946099281,0.0137255918234586,0.0341683886945247,0.0875913873314857,0.10679841786623,0.320345789194107,0.0107630249112844,0.1719434410333633,0.0042306734248995,0.7386080026626587,0.0721658766269683,0.3520726263523102,0.5426486730575562,0.0322521701455116,0.478232741355896,0.0066859279759228,0.0641618520021438,0.0514173135161399,0.3574723601341247,0.0692915394902229,0.0470754392445087,0.1282491236925125,0.0179720073938369,0.1140415966510772,0.1039282232522964,0.0673615783452987,0.0681688860058784,0.0750522091984748,21,0.6111111111111112,24,0.5,19,0.7222222222222222,26,0.7222222222222222
ммк,0.0240803938359022,0.0838208943605423,0.0249233692884445,0.0204670634120702,0.0240701753646135,0.6483389735221863,0.449537843465805,0.4725974202156067,0.0868545994162559,0.1943590492010116,0.0230655819177627,0.501015841960907,0.017580384388566,0.3859043419361114,0.0051339622586965,0.0107417171820998,0.0338119156658649,0.2859591841697693,0.3121777474880218,0.0485664196312427,0.0109080364927649,0.0450976938009262,0.10746631026268,0.0345920287072658,0.4050585329532623,0.0092647867277264,0.1190166026353836,0.0031098450999706,0.9001457691192627,0.0631536617875099,0.4420288503170013,0.2704922258853912,0.0179445333778858,0.3618169724941253,0.0044242236763238,0.0382193848490715,0.041990790516138,0.4181145131587982,0.0771761909127235,0.0481914542615413,0.1439893692731857,0.0173825696110725,0.0632171779870987,0.0401306636631488,0.0620806515216827,0.06187404692173,0.0710662677884101,15,0.7222222222222222,8,0.7222222222222222,9,0.8333333333333334,27,0.7222222222222222
селигдар,0.0348933711647987,0.0979623347520828,0.0225607771426439,0.0241941027343273,0.0549044869840145,0.5155389904975891,0.4343298375606537,0.5830127596855164,0.1572633385658264,0.1732940077781677,0.0333301350474357,0.4574379026889801,0.0405159294605255,0.2552584707736969,0.008524446748197,0.0189814548939466,0.0693833231925964,0.3680199980735779,0.3900838196277618,0.0519246496260166,0.0135816065594553,0.0359628610312938,0.1144307851791381,0.0726711973547935,0.2806155681610107,0.0080639598891139,0.2295641899108886,0.0055927643552422,0.799920916557312,0.0913869515061378,0.4155107736587524,0.3871307671070099,0.0353131219744682,0.4708128869533539,0.0074538066983222,0.1040655896067619,0.064191848039627,0.3739788830280304,0.0842123851180076,0.0840507969260215,0.1746608018875122,0.0317464768886566,0.1104981899261474,0.0797109231352806,0.0727496221661567,0.0467631630599498,0.1046386659145355,45,0.5,58,0.2777777777777778,45,0.5,16,0.8333333333333334
юнипро,0.0187327116727828,0.0454398430883884,0.0107452999800443,0.019131751731038,0.0369499288499355,0.6583781242370605,0.4263230264186859,0.398419439792633,0.1542512029409408,0.1726096421480178,0.0170993283390998,0.506942093372345,0.0125349480658769,0.2329311668872833,0.0059441337361931,0.0106923254206776,0.0585536509752273,0.2648297548294067,0.4105016589164734,0.0403461754322052,0.0083701172843575,0.0195769425481557,0.0891374200582504,0.0584942772984504,0.3337576687335968,0.0050384677015244,0.1211923956871032,0.0028525597881525,0.8477274179458618,0.0882292613387107,0.439013659954071,0.4061906039714813,0.0243915878236293,0.3057688474655151,0.0074164499528706,0.073568969964981,0.0439411997795105,0.3862517476081848,0.0507098510861396,0.0453920923173427,0.1219356805086135,0.0259156879037618,0.0770260170102119,0.0680723562836647,0.0517374873161315,0.0694086030125618,0.0904875919222831,56,0.3888888888888889,63,0.16666666666666666,54,0.3888888888888889,46,0.6111111111111112
сегежа,0.0451253801584243,0.0945508107542991,0.0258759222924709,0.0408678390085697,0.075060948729515,0.566425621509552,0.514728844165802,0.495200902223587,0.2351487725973129,0.2178726345300674,0.0392389707267284,0.4780553877353668,0.0287436507642269,0.3364093601703644,0.0129184424877166,0.0162199288606643,0.0581984147429466,0.4409330189228058,0.5028595924377441,0.0458637811243534,0.0133594218641519,0.0419997684657573,0.0861112996935844,0.0901416391134262,0.3124648928642273,0.0164075270295143,0.2855524122714996,0.0035216810647398,0.8325132727622986,0.0858909487724304,0.3558670580387115,0.3921664357185364,0.0516093000769615,0.5128912925720215,0.0086047332733869,0.0820262655615806,0.0629305392503738,0.3741175234317779,0.069971777498722,0.0789652019739151,0.1805112808942794,0.0240803100168705,0.0942325666546821,0.1085411608219146,0.0758699625730514,0.059261430054903,0.1175227686762809,55,0.3888888888888889,56,0.2777777777777778,50,0.5,60,0.5
аэрофлот,0.0235407203435897,0.0552771016955375,0.020064141601324,0.0270029734820127,0.0379265248775482,0.4732311069965362,0.3304534256458282,0.537024199962616,0.1199239715933799,0.103424996137619,0.020517474040389,0.4340169131755829,0.0147315626963973,0.2893714606761932,0.0075322156772017,0.0114740263670682,0.0481020212173461,0.3027921617031097,0.4489091038703918,0.0241105444729328,0.0127496588975191,0.0154353016987442,0.0998141765594482,0.0866671204566955,0.2900133728981018,0.0049923975020647,0.1866528689861297,0.0024126020725816,0.7212736010551453,0.0518381856381893,0.2911697030067444,0.4840133786201477,0.0282637029886245,0.2644031047821045,0.011753536760807,0.0730436891317367,0.053303625434637,0.3718411326408386,0.0391031876206398,0.0541842840611934,0.1039609760046005,0.0242117382586002,0.0567202717065811,0.0747867673635482,0.0894170925021171,0.0483678616583347,0.047178391367197,30,0.6111111111111112,37,0.3888888888888889,23,0.7222222222222222,28,0.7222222222222222
афк система,0.0305509846657514,0.0962722599506378,0.0303508397191762,0.036207765340805,0.0836727991700172,0.4905309975147247,0.4122448861598968,0.5798425078392029,0.1738942861557006,0.1548009514808654,0.0312011335045099,0.5482768416404724,0.0327203534543514,0.1940423101186752,0.0159645229578018,0.020525012165308,0.0447248369455337,0.3934514224529266,0.4767461121082306,0.0340371653437614,0.0163877606391906,0.0408769063651561,0.1010988056659698,0.1157354637980461,0.3556298315525055,0.0165898483246564,0.2292058020830154,0.0032375648152083,0.7910188436508179,0.0807385519146919,0.3060557544231415,0.5121363997459412,0.0423256829380989,0.3280226290225982,0.0111322756856679,0.0862869471311569,0.0831709429621696,0.3927090764045715,0.0805451869964599,0.0814018175005912,0.2016274780035019,0.0234462190419435,0.099170871078968,0.1244108229875564,0.0842594355344772,0.0535321459174156,0.0663887485861778,67,0.3888888888888889,109,0.05555555555555555,86,0.2777777777777778,40,0.6111111111111112
сургутнефтегаз,0.0316491276025772,0.0945980101823806,0.0291583016514778,0.0467556789517402,0.0810386016964912,0.6667423844337463,0.5033502578735352,0.5321489572525024,0.2338201701641082,0.2259905636310577,0.0406943969428539,0.6601806879043579,0.0520192123949527,0.3256427645683288,0.0156661570072174,0.0265062451362609,0.0735850855708122,0.455308049917221,0.4966143071651459,0.0522851273417472,0.0112252905964851,0.0590644627809524,0.1132873818278312,0.1198897510766983,0.3864072561264038,0.0163817666471004,0.2460599541664123,0.0063444143161177,0.8313944339752197,0.1157944276928901,0.417815238237381,0.4794285893440246,0.0534680411219596,0.4875662326812744,0.0144904516637325,0.1022227182984352,0.0822147354483604,0.4506860077381134,0.0822167322039604,0.0728340595960617,0.2192573249340057,0.0249222517013549,0.1246177032589912,0.1190767437219619,0.0654262155294418,0.0697928518056869,0.1025135293602943,72,0.2777777777777778,39,0.3888888888888889,110,0.16666666666666666,102,0.3888888888888889
лукойл,0.027974359691143,0.0628455802798271,0.0156277306377887,0.032729085534811,0.0558916814625263,0.5490405559539795,0.3803661167621612,0.544023871421814,0.1723217815160751,0.196257933974266,0.0223031695932149,0.4445060491561889,0.02202626504004,0.1906803995370865,0.0088834417983889,0.0148943522945046,0.0521587878465652,0.4160020351409912,0.3880937695503235,0.0548017434775829,0.0120226228609681,0.034747127443552,0.0942467078566551,0.0777512714266777,0.3128479719161987,0.0115541461855173,0.1754358559846878,0.0035183792933821,0.8349940180778503,0.0821381658315658,0.4182711243629455,0.4629318118095398,0.0378361456096172,0.3648203611373901,0.0094922883436083,0.0839956402778625,0.0556389018893241,0.3487589359283447,0.0664914399385452,0.0734729096293449,0.1630798280239105,0.0232392773032188,0.1107967868447303,0.0786296874284744,0.0698633417487144,0.06204579398036,0.0992462560534477,17,0.7222222222222222,19,0.6111111111111112,17,0.7222222222222222,12,0.8333333333333334
банк санкт-петербург,0.0296203587204217,0.0807900354266166,0.015686647966504,0.0325963236391544,0.0560035891830921,0.5266168117523193,0.352650910615921,0.4804301261901855,0.1894099563360214,0.1492618471384048,0.0218520667403936,0.5556986331939697,0.0189119093120098,0.2746399343013763,0.0085278609767556,0.0103517696261405,0.0509918592870235,0.414198487997055,0.3369459211826324,0.0325989089906215,0.0086857434362173,0.0272994041442871,0.067585177719593,0.0822544321417808,0.3617011308670044,0.007338149473071,0.2521357834339142,0.0031659130472689,0.7940614223480225,0.0568033270537853,0.3289414048194885,0.4718093574047088,0.0289222355931997,0.3934772610664367,0.0056518204510211,0.0764377191662788,0.0447113886475563,0.3314996361732483,0.0747442543506622,0.0567064099013805,0.1421305686235427,0.0261313486844301,0.084632322192192,0.0706614106893539,0.0828073173761367,0.0435338765382766,0.0859623998403549,123,0.16666666666666666,156,0.05555555555555555,156,0.05555555555555555,92,0.3888888888888889
мечел,0.0238372813910245,0.0862326547503471,0.01927893422544,0.031943067908287,0.0662473067641258,0.5440133213996887,0.4519161283969879,0.6064294576644897,0.1922283619642257,0.2116423696279525,0.0289853271096944,0.482712835073471,0.0255528911948204,0.2555848956108093,0.0128654427826404,0.0153231676667928,0.0572150386869907,0.4420207440853119,0.4101265072822571,0.0623999498784542,0.0101385060697793,0.0418605729937553,0.1220444068312645,0.0875288322567939,0.3040129542350769,0.0068124048411846,0.2309483587741851,0.004278072156012,0.8367444276809692,0.0725746899843216,0.532346248626709,0.5206894278526306,0.0501536466181278,0.4254032373428345,0.0083876410499215,0.1245475336909294,0.084174059331417,0.4311641752719879,0.0941188111901283,0.0663552433252334,0.2303927093744278,0.0282224658876657,0.1464227437973022,0.1102348938584327,0.0717623755335807,0.0643422678112983,0.0843345448374748,112,0.16666666666666666,117,0.05555555555555555,123,0.16666666666666666,95,0.3888888888888889
русагро,0.0156194660812616,0.0332140251994133,0.0173102393746376,0.0175248365849256,0.0266465991735458,0.5868760347366333,0.3911507427692413,0.3996340930461883,0.1233025267720222,0.0942178592085838,0.0184028707444667,0.3782418370246887,0.0122617948800325,0.194851666688919,0.0046316548250615,0.009637638926506,0.0403695590794086,0.1672611385583877,0.3294292986392975,0.0256490986794233,0.0073798894882202,0.0107693783938884,0.0804067626595497,0.0615923851728439,0.27472984790802,0.003343841060996,0.1159188523888588,0.0022897666785866,0.7020179033279419,0.0424932464957237,0.410857617855072,0.401538610458374,0.023721495643258,0.2235634326934814,0.0066690417006611,0.0471585020422935,0.0564981512725353,0.3111870288848877,0.0379865765571594,0.0446189157664775,0.1129900366067886,0.0182561483234167,0.0400260910391807,0.0525670498609542,0.0515141710638999,0.0434269867837429,0.0571535788476467,99,0.16666666666666666,142,0.05555555555555555,136,0.05555555555555555,54,0.6111111111111112
роснефть,0.0185328684747219,0.0585013628005981,0.0165036562830209,0.0323777124285697,0.037717942148447,0.6212742328643799,0.4190527498722076,0.5961248278617859,0.1801109910011291,0.1315887123346328,0.0227098725736141,0.4868044257164001,0.0235032364726066,0.2667086720466614,0.0077032353729009,0.0141215771436691,0.0480999052524566,0.3874164819717407,0.3725462853908539,0.0433715358376503,0.015647554770112,0.0248131491243839,0.112713024020195,0.0773750245571136,0.433303564786911,0.0068114628084003,0.1585158556699752,0.0027755759656429,0.8255186676979065,0.0837981700897216,0.3936882019042969,0.5575772523880005,0.0274427942931652,0.2996638715267181,0.0083298720419406,0.0999319702386856,0.0720874667167663,0.4509223699569702,0.0715005025267601,0.0604043640196323,0.1812130510807037,0.0207351297140121,0.0775635987520217,0.0776837766170501,0.0806958600878715,0.0637490525841713,0.066035158932209,5,0.8333333333333334,4,0.8333333333333334,22,0.7222222222222222,5,0.9444444444444444
татнефть,0.0271044708788394,0.1397669315338134,0.0164566785097122,0.0333655960857868,0.1050348579883575,0.4626889526844024,0.3759025335311889,0.5169130563735962,0.1789595335721969,0.3782074153423309,0.0625867247581482,0.6249594688415527,0.0441349186003208,0.1748905479907989,0.0191362723708152,0.0282869972288608,0.0501411408185958,0.380746066570282,0.4062355458736419,0.0736950784921646,0.0133555941283702,0.0418931655585765,0.0876809060573577,0.0808325633406639,0.3557334840297699,0.0314210355281829,0.2651304602622986,0.0073489323258399,0.7950447797775269,0.1034793406724929,0.4077196419239044,0.4123387634754181,0.0726816281676292,0.5386933088302612,0.0134171601384878,0.096153937280178,0.0895286202430725,0.403494119644165,0.1124178618192672,0.0547120310366153,0.251177430152893,0.0356854163110256,0.1550857871770858,0.1364328861236572,0.075949802994728,0.0844781845808029,0.1203576996922493,4,0.8333333333333334,13,0.7222222222222222,5,0.8333333333333334,6,0.8333333333333334
русал,0.0147825041785836,0.0320190414786338,0.0156161589547991,0.0242484230548143,0.0310470648109912,0.5256145596504211,0.3349619805812835,0.4563079178333282,0.104931890964508,0.0927905812859535,0.019945103675127,0.3634607195854187,0.0128981489688158,0.1949603259563446,0.0050303279422223,0.0115052750334143,0.0336351357400417,0.2487204372882843,0.3373714089393616,0.020733380690217,0.0084989741444587,0.0180075969547033,0.0729456841945648,0.0771301314234733,0.2469151318073272,0.0034614969044923,0.1408995985984802,0.0020162458531558,0.7845568060874939,0.065401554107666,0.2919555008411407,0.4610992968082428,0.0191553328186273,0.2905691266059875,0.0058966618962585,0.0588018298149108,0.0424226038157939,0.3702693879604339,0.0274031721055507,0.0571783185005188,0.1448097229003906,0.0193353369832038,0.0450854636728763,0.0554267838597297,0.0479496903717517,0.0266619473695755,0.044327013194561,14,0.7222222222222222,11,0.7222222222222222,15,0.7222222222222222,8,0.8333333333333334
глобалтранс,0.0174114741384983,0.0380879193544387,0.0137761235237121,0.020221447572112,0.0355925597250461,0.5707976818084717,0.3465913534164428,0.3168204724788666,0.1002110615372657,0.0518541783094406,0.0127391545102,0.2973706722259521,0.0096814939752221,0.2223105132579803,0.0047281291335821,0.0155490916222333,0.0480906032025814,0.1980416029691696,0.2681138813495636,0.02640987560153,0.0086747230961918,0.011282306164503,0.0804705321788787,0.0766175389289856,0.2866951525211334,0.0042512812651693,0.1125472113490104,0.0028067706152796,0.7566182017326355,0.0572212189435958,0.3727948069572449,0.3705478012561798,0.0184371154755353,0.2365481257438659,0.0040686978027224,0.059912234544754,0.0579072088003158,0.3118242919445038,0.0263929478824138,0.0476608984172344,0.0834706798195838,0.0187257397919893,0.0392108745872974,0.0427517220377922,0.0576907992362976,0.0447013489902019,0.0618169456720352,63,0.3888888888888889,65,0.16666666666666666,74,0.2777777777777778,51,0.6111111111111112
северсталь,0.0286726150661706,0.0896077901124954,0.0172764081507921,0.032477967441082,0.0779819265007972,0.508533775806427,0.4990842342376709,0.5639122724533081,0.1401127278804779,0.2255394607782364,0.0382310487329959,0.5258826613426208,0.0327168889343738,0.216558039188385,0.0197345688939094,0.0210598912090063,0.0858608111739158,0.397293359041214,0.3937778174877167,0.0638198405504226,0.0180723387748003,0.0373638048768043,0.0987471640110015,0.0747811496257782,0.3391860723495483,0.01840116456151,0.218935951590538,0.0047406842932105,0.8443218469619751,0.1008393317461013,0.4230833053588867,0.3426076173782348,0.0523277930915355,0.4690738916397095,0.00868721306324,0.0914325192570686,0.0731826871633529,0.352674126625061,0.104014828801155,0.0782369077205658,0.2239544987678527,0.0358595438301563,0.1217701882123947,0.1326334923505783,0.0963905379176139,0.0775653719902038,0.1315066814422607,13,0.7222222222222222,6,0.8333333333333334,7,0.8333333333333334,34,0.6111111111111112
